date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:39:03	9939/9939	---M--	200	added ('OK')	text/css	etag:%2226d3-5433c56728dc0%22	https://1800remodel.com/wp-content/plugins/projects-by-woothemes/assets/css/woo-projects.css?ver=1.5.0	E:/thumbalt/1800remodel.com/wp-content/plugins/projects-by-woothemes/assets/css/woo-projects91ce.css	(from https://1800remodel.com/)
09:39:03	753/753	---M--	200	added ('OK')	text/css	etag:%222f1-5433c56728dc0%22	https://1800remodel.com/wp-content/plugins/projects-by-woothemes/assets/css/woo-projects-handheld.css?ver=1.5.0	E:/thumbalt/1800remodel.com/wp-content/plugins/projects-by-woothemes/assets/css/woo-projects-handheld91ce.css	(from https://1800remodel.com/)
09:39:03	30072/30072	---M--	200	added ('OK')	text/css	etag:%227578-552f8bfb17b40%22	https://1800remodel.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.5	E:/thumbalt/1800remodel.com/wp-content/plugins/revslider/public/assets/css/settings5243.css	(from https://1800remodel.com/)
09:39:04	1722/1722	---M--	200	added ('OK')	text/css	etag:%226ba-5b9eb1782ea62%22	https://1800remodel.com/wp-content/plugins/wp-logo-showcase-responsive-slider-slider/assets/css/slick.css?ver=2.7.2	E:/thumbalt/1800remodel.com/wp-content/plugins/wp-logo-showcase-responsive-slider-slider/assets/css/slickeed8.css	(from https://1800remodel.com/)
09:39:04	5038/5038	---M--	200	added ('OK')	text/css	etag:%2213ae-5b9eb1782ea62%22	https://1800remodel.com/wp-content/plugins/wp-logo-showcase-responsive-slider-slider/assets/css/logo-showcase.css?ver=2.7.2	E:/thumbalt/1800remodel.com/wp-content/plugins/wp-logo-showcase-responsive-slider-slider/assets/css/logo-showcaseeed8.css	(from https://1800remodel.com/)
09:39:04	1071/1071	---M--	200	added ('OK')	text/css	etag:%2242f-558e8c76cb340%22	https://1800remodel.com/wp-content/themes/tm-renovation/remodel-two/css/reset.css?ver=5.7.1	E:/thumbalt/1800remodel.com/wp-content/themes/tm-renovation/remodel-two/css/reseta78f.css	(from https://1800remodel.com/)
09:39:05	37414/37414	---M--	200	added ('OK')	text/css	etag:%229226-558851af96580%22	https://1800remodel.com/wp-content/themes/tm-renovation/remodel-two/css/font-awesome.css?ver=5.7.1	E:/thumbalt/1800remodel.com/wp-content/themes/tm-renovation/remodel-two/css/font-awesomea78f.css	(from https://1800remodel.com/)
09:39:06	145957/145957	---M--	200	added ('OK')	text/css	etag:%2223a25-558e9993ba340%22	https://1800remodel.com/wp-content/themes/tm-renovation/remodel-two/css/bootstrap.css?ver=5.7.1	E:/thumbalt/1800remodel.com/wp-content/themes/tm-renovation/remodel-two/css/bootstrapa78f.css	(from https://1800remodel.com/)
09:39:06	1729/1729	---M--	200	added ('OK')	text/css	etag:%226c1-532235103c900%22	https://1800remodel.com/wp-content/themes/tm-renovation/remodel-two/css/slick.css?ver=5.7.1	E:/thumbalt/1800remodel.com/wp-content/themes/tm-renovation/remodel-two/css/slicka78f.css	(from https://1800remodel.com/)
09:39:06	35997/35997	---M--	200	added ('OK')	text/css	etag:%228c9d-558f7b1296600%22	https://1800remodel.com/wp-content/themes/tm-renovation/remodel-two/css/jquery-ui.css?ver=5.7.1	E:/thumbalt/1800remodel.com/wp-content/themes/tm-renovation/remodel-two/css/jquery-uia78f.css	(from https://1800remodel.com/)
09:39:07	2169/2169	---M--	200	added ('OK')	text/css	etag:%22879-557d90f135c00%22	https://1800remodel.com/wp-content/themes/tm-renovation/remodel-two/css/jquery.formstyler.css?ver=5.7.1	E:/thumbalt/1800remodel.com/wp-content/themes/tm-renovation/remodel-two/css/jquery.formstylera78f.css	(from https://1800remodel.com/)
09:39:08	17624/17624	---M--	200	added ('OK')	text/css	etag:%2244d8-5582d8abd7d00%22	https://1800remodel.com/wp-content/themes/tm-renovation/remodel-two/css/jquery.fancybox.css?ver=5.7.1	E:/thumbalt/1800remodel.com/wp-content/themes/tm-renovation/remodel-two/css/jquery.fancyboxa78f.css	(from https://1800remodel.com/)
09:39:08	31982/31982	---M--	200	added ('OK')	text/css	etag:%227cee-5600d17482a40%22	https://1800remodel.com/wp-content/themes/tm-renovation/remodel-two/css/style.css?ver=5.7.1	E:/thumbalt/1800remodel.com/wp-content/themes/tm-renovation/remodel-two/css/stylea78f.css	(from https://1800remodel.com/)
09:39:08	8858/8858	---M--	200	added ('OK')	text/css	etag:%22229a-562fb77c0f140%22	https://1800remodel.com/wp-content/themes/tm-renovation/remodel-two/css/media.css?ver=5.7.1	E:/thumbalt/1800remodel.com/wp-content/themes/tm-renovation/remodel-two/css/mediaa78f.css	(from https://1800remodel.com/)
09:39:09	28546/28546	---M--	200	added ('OK')	text/css	etag:%226f82-56bea93569e80%22	https://1800remodel.com/wp-content/themes/tm-renovation/css/remodel_new.css?ver=5.7.1	E:/thumbalt/1800remodel.com/wp-content/themes/tm-renovation/css/remodel_newa78f.css	(from https://1800remodel.com/)
09:39:10	459328/459328	---M--	200	added ('OK')	text/css	etag:%2270240-552f8bf09a280%22	https://1800remodel.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.1.1	E:/thumbalt/1800remodel.com/wp-content/plugins/js_composer/assets/css/js_composer.min3c21.css	(from https://1800remodel.com/)
09:39:10	2317/2317	---MC-	200	added ('OK')	text/css	date:Thu,%2006%20May%202021%2001:39:05%20GMT	https://1800remodel.com/?sccss=1&ver=5.7.1	E:/thumbalt/1800remodel.com/index1604.html	(from https://1800remodel.com/)
09:39:11	11224/11224	---M--	200	added ('OK')	application/javascript	etag:%222bd8-5b9eb127bae20%22	https://1800remodel.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	E:/thumbalt/1800remodel.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://1800remodel.com/)
09:39:11	89496/89496	---M--	200	added ('OK')	application/javascript	etag:%2215d98-5b9eb127bae20%22	https://1800remodel.com/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	E:/thumbalt/1800remodel.com/wp-includes/js/jquery/jquery.min9d52.js	(from https://1800remodel.com/)
09:39:12	64375/64375	---M--	200	added ('OK')	application/javascript	etag:%22fb77-552f8c00d08c0%22	https://1800remodel.com/wp-content/plugins/essential-grid/public/assets/js/lightbox.js?ver=2.1.0.2	E:/thumbalt/1800remodel.com/wp-content/plugins/essential-grid/public/assets/js/lightboxe24f.js	(from https://1800remodel.com/)
09:39:13	64896/64896	---M--	200	added ('OK')	application/javascript	etag:%22fd80-552f8bfb17b40%22	https://1800remodel.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js?ver=5.4.5	E:/thumbalt/1800remodel.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min5243.js	(from https://1800remodel.com/)
09:39:13	107147/107147	---M--	200	added ('OK')	application/javascript	etag:%221a28b-552f8c00d08c0%22	https://1800remodel.com/wp-content/plugins/essential-grid/public/assets/js/jquery.themepunch.tools.min.js?ver=2.1.0.2	E:/thumbalt/1800remodel.com/wp-content/plugins/essential-grid/public/assets/js/jquery.themepunch.tools.mine24f.js	(from https://1800remodel.com/)
09:39:15	16604/16604	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20May%202021%2001:39:09%20GMT	https://1800remodel.com/wp-json/wp/v2/pages/3178	E:/thumbalt/1800remodel.com/wp-json/wp/v2/pages/3178.json	(from https://1800remodel.com/)
09:39:15	103727/103727	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20May%202021%2001:39:09%20GMT	https://1800remodel.com/wp-json/	E:/thumbalt/1800remodel.com/wp-json/index.html	(from https://1800remodel.com/)
09:39:16	804/804	---M--	200	added ('OK')	text/xml	date:Thu,%2006%20May%202021%2001:39:11%20GMT	https://1800remodel.com/xmlrpc.php?rsd	E:/thumbalt/1800remodel.com/xmlrpc0db0.php	(from https://1800remodel.com/)
09:39:16	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	https://1800remodel.com/wp-includes/wlwmanifest.xml	E:/thumbalt/1800remodel.com/wp-includes/wlwmanifest.xml	(from https://1800remodel.com/)
09:39:18	2433/2433	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20May%202021%2001:39:12%20GMT	https://1800remodel.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2F1800remodel.com%2F	E:/thumbalt/1800remodel.com/wp-json/oembed/1.0/embed2bf2.json	(from https://1800remodel.com/)
09:39:20	2541/2541	---MC-	200	added ('OK')	text/xml	date:Thu,%2006%20May%202021%2001:39:14%20GMT	https://1800remodel.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2F1800remodel.com%2F&format=xml	E:/thumbalt/1800remodel.com/wp-json/oembed/1.0/embed4b12	(from https://1800remodel.com/)
09:39:20	2538/2538	---M--	200	added ('OK')	image/png	etag:%229ea-5a562e79a00b3%22	https://1800remodel.com/wp-content/plugins/logo-slider/ls_arrows/lsp_arrow1_next.png	E:/thumbalt/1800remodel.com/wp-content/plugins/logo-slider/ls_arrows/lsp_arrow1_next.png	(from https://1800remodel.com/)
09:39:21	2532/2532	---M--	200	added ('OK')	image/png	etag:%229e4-5a562e79a00b3%22	https://1800remodel.com/wp-content/plugins/logo-slider/ls_arrows/lsp_arrow1_prev.png	E:/thumbalt/1800remodel.com/wp-content/plugins/logo-slider/ls_arrows/lsp_arrow1_prev.png	(from https://1800remodel.com/)
09:39:21	93774/93774	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2006%20May%202021%2001:39:20%20GMT	https://connect.facebook.net/en_US/fbevents.js	E:/thumbalt/connect.facebook.net/en_US/fbevents.js	(from https://1800remodel.com/)
09:39:22	15467/15467	---M--	200	added ('OK')	image/png	etag:%223c6b-562d03915c180%22	https://1800remodel.com/wp-content/themes/tm-renovation/images/Remodel_Logo_new.png	E:/thumbalt/1800remodel.com/wp-content/themes/tm-renovation/images/Remodel_Logo_new.png	(from https://1800remodel.com/)
09:39:24	75797/75797	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20May%202021%2001:39:18%20GMT	https://1800remodel.com/partners/?utm_source=website&utm_medium=partner_banner	E:/thumbalt/1800remodel.com/partners/index3c33.html	(from https://1800remodel.com/)
09:39:24	74523/74523	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20May%202021%2001:39:19%20GMT	https://1800remodel.com/about-us/	E:/thumbalt/1800remodel.com/about-us/index.html	(from https://1800remodel.com/)
09:39:28	81195/81195	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20May%202021%2001:39:20%20GMT	https://1800remodel.com/financing7/	E:/thumbalt/1800remodel.com/financing7/index.html	(from https://1800remodel.com/)
09:39:28	106230/106230	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20May%202021%2001:39:19%20GMT	https://1800remodel.com/commercial/	E:/thumbalt/1800remodel.com/commercial/index.html	(from https://1800remodel.com/)
09:39:30	74298/74298	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20May%202021%2001:39:24%20GMT	https://1800remodel.com/faq/	E:/thumbalt/1800remodel.com/faq/index.html	(from https://1800remodel.com/)
09:39:32	241/241	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20May%202021%2001:39:26%20GMT	http://1800remodel.com/financing	E:/thumbalt/1800remodel.com/financing.28.delayed	(from https://1800remodel.com/)
09:39:32	71437/71437	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20May%202021%2001:39:24%20GMT	https://1800remodel.com/contact/	E:/thumbalt/1800remodel.com/contact/index.html	(from https://1800remodel.com/)
09:39:32	2457312/2457312	---M--	200	added ('OK')	image/png	etag:%22257ee0-55b1c6b1fa080%22	https://1800remodel.com/wp-content/uploads/2017/10/rm-back1.png	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/rm-back1.png	(from https://1800remodel.com/)
09:39:33	242/242	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20May%202021%2001:39:29%20GMT	https://1800remodel.com/financing	E:/thumbalt/1800remodel.com/financing.29.delayed	(from https://1800remodel.com/)
09:39:34	207/207	---M-Z	200	added ('OK')	text/html	etag:%22cf-57cee74220300%22	https://1800remodel.com/financing/	E:/thumbalt/1800remodel.com/financing/index.html	(from https://1800remodel.com/)
09:39:35	6802/6802	---M--	200	added ('OK')	image/png	etag:%221a92-55b1b65fedf40%22	https://1800remodel.com/wp-content/uploads/2017/10/empire-2.png	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/empire-2.png	(from https://1800remodel.com/)
09:39:35	8047/8047	---M--	200	added ('OK')	image/png	etag:%221f6f-55b1b66f30340%22	https://1800remodel.com/wp-content/uploads/2017/10/3db-2.png	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/3db-2.png	(from https://1800remodel.com/)
09:39:35	15689/15689	---M--	200	added ('OK')	image/png	etag:%223d49-5badf07f010c7%22	https://1800remodel.com/wp-content/uploads/2017/10/andersen.1png-2.png	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/andersen.1png-2.png	(from https://1800remodel.com/)
09:39:35	4587783/4587783	---M--	200	added ('OK')	image/jpeg	etag:%22460107-5477b2e1179c0%22	https://1800remodel.com/wp-content/uploads/2017/02/house.jpeg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/02/house.jpg	(from https://1800remodel.com/)
09:39:36	10102/10102	---M--	200	added ('OK')	image/png	etag:%222776-55b1b6a6805c0%22	https://1800remodel.com/wp-content/uploads/2017/10/sears-2.png	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/sears-2.png	(from https://1800remodel.com/)
09:39:37	11487/11487	---M--	200	added ('OK')	image/png	etag:%222cdf-55b1b6d723880%22	https://1800remodel.com/wp-content/uploads/2017/10/HD-2.png	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/HD-2.png	(from https://1800remodel.com/)
09:39:37	12195/12195	---M--	200	added ('OK')	image/png	etag:%222fa3-5a1dc2e5296ae%22	https://1800remodel.com/wp-content/uploads/2018/08/dependable-logo-grey.png	E:/thumbalt/1800remodel.com/wp-content/uploads/2018/08/dependable-logo-grey.png	(from https://1800remodel.com/)
09:39:38	178939/178939	---M--	200	added ('OK')	image/png	etag:%222bafb-5a1dc445733d1%22	https://1800remodel.com/wp-content/uploads/2018/08/HVA_grey.png	E:/thumbalt/1800remodel.com/wp-content/uploads/2018/08/HVA_grey.png	(from https://1800remodel.com/)
09:39:39	63556/63556	---M--	200	added ('OK')	image/jpeg	etag:%22f844-55aac47fa1600%22	https://1800remodel.com/wp-content/uploads/2017/10/proj1.jpg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/proj1.jpg	(from https://1800remodel.com/)
09:39:41	98026/98026	---M--	200	added ('OK')	image/jpeg	etag:%2217eea-55d52726cfd00%22	https://1800remodel.com/wp-content/uploads/2017/10/main.jpg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/main.jpg	(from https://1800remodel.com/)
09:39:41	1031/1031	---M--	200	added ('OK')	image/svg+xml	etag:%22407-55b1d47a92580%22	https://1800remodel.com/wp-content/uploads/2017/10/Service_icon_1.svg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/Service_icon_1.svg	(from https://1800remodel.com/)
09:39:41	240/240	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20May%202021%2001:39:35%20GMT	http://1800remodel.com/windows/	E:/thumbalt/1800remodel.com/windows/index.html	(from https://1800remodel.com/)
09:39:44	1693/1693	---M--	200	added ('OK')	image/svg+xml	etag:%2269d-55b1d49fc3d40%22	https://1800remodel.com/wp-content/uploads/2017/10/Service_icon_2.svg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/Service_icon_2.svg	(from https://1800remodel.com/)
09:39:44	239/239	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20May%202021%2001:39:38%20GMT	http://1800remodel.com/siding/	E:/thumbalt/1800remodel.com/siding/index.html	(from https://1800remodel.com/)
09:39:44	113393/113393	---M--	200	added ('OK')	image/jpeg	etag:%221baf1-55ab3d3e1f500%22	https://1800remodel.com/wp-content/uploads/2017/10/siding.jpg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/siding.jpg	(from https://1800remodel.com/)
09:39:46	239/239	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20May%202021%2001:39:41%20GMT	http://1800remodel.com/roofing	E:/thumbalt/1800remodel.com/roofing.38.delayed	(from https://1800remodel.com/)
09:39:46	71973/71973	---M--	200	added ('OK')	image/jpeg	etag:%2211925-55aac4827dcc0%22	https://1800remodel.com/wp-content/uploads/2017/10/proj3.jpg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/proj3.jpg	(from https://1800remodel.com/)
09:39:46	7374015/7374015	---M--	200	added ('OK')	image/jpeg	etag:%227084bf-55ad0b1d866c0%22	https://1800remodel.com/wp-content/uploads/2017/10/shutterstock_662472622.jpg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/shutterstock_662472622.jpg	(from https://1800remodel.com/)
09:39:48	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20May%202021%2001:39:43%20GMT	https://1800remodel.com/roofing	E:/thumbalt/1800remodel.com/roofing.39.delayed	(from https://1800remodel.com/)
09:39:49	85962/85962	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20May%202021%2001:39:43%20GMT	https://1800remodel.com/roofing/	E:/thumbalt/1800remodel.com/roofing/index.html	(from https://1800remodel.com/)
09:39:49	1317/1317	---M--	200	added ('OK')	image/svg+xml	etag:%22525-55b1d4ac29a80%22	https://1800remodel.com/wp-content/uploads/2017/10/Service_icon_3.svg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/Service_icon_3.svg	(from https://1800remodel.com/)
09:39:51	248/248	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20May%202021%2001:39:45%20GMT	http://1800remodel.com/cabinet-refacing	E:/thumbalt/1800remodel.com/cabinet-refacing.3c.delayed	(from https://1800remodel.com/)
09:39:51	49215/49215	---M--	200	added ('OK')	image/jpeg	etag:%22c03f-55aac4827dcc0%22	https://1800remodel.com/wp-content/uploads/2017/10/proj4.jpg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/proj4.jpg	(from https://1800remodel.com/)
09:39:52	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20May%202021%2001:39:47%20GMT	https://1800remodel.com/cabinet-refacing	E:/thumbalt/1800remodel.com/cabinet-refacing.3d.delayed	(from https://1800remodel.com/)
09:39:54	3829/3829	---M--	200	added ('OK')	image/svg+xml	etag:%22ef5-55b1d4ba77c40%22	https://1800remodel.com/wp-content/uploads/2017/10/Service_icon_4.svg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/Service_icon_4.svg	(from https://1800remodel.com/)
09:39:54	85049/85049	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20May%202021%2001:39:48%20GMT	https://1800remodel.com/cabinet-refacing/	E:/thumbalt/1800remodel.com/cabinet-refacing/index.html	(from https://1800remodel.com/)
09:39:55	260/260	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20May%202021%2001:39:50%20GMT	http://1800remodel.com/kitchen-bathroom-remodeling/	E:/thumbalt/1800remodel.com/kitchen-bathroom-remodeling/index.html	(from https://1800remodel.com/)
09:39:55	64619/64619	---M--	200	added ('OK')	image/jpeg	etag:%22fc6b-55aac48466140%22	https://1800remodel.com/wp-content/uploads/2017/10/proj5.jpg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/proj5.jpg	(from https://1800remodel.com/)
09:39:55	2560/2560	---M--	200	added ('OK')	image/svg+xml	etag:%22a00-55b1d4ce7eb80%22	https://1800remodel.com/wp-content/uploads/2017/10/Service_icon_5.svg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/Service_icon_5.svg	(from https://1800remodel.com/)
09:39:56	31995/31995	---M--	200	added ('OK')	image/jpeg	etag:%227cfb-55aac4855a380%22	https://1800remodel.com/wp-content/uploads/2017/10/proj6.jpg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/proj6.jpg	(from https://1800remodel.com/)
09:39:56	2365/2365	---M--	200	added ('OK')	image/svg+xml	etag:%2293d-55b1d4dfa9400%22	https://1800remodel.com/wp-content/uploads/2017/10/Service_icon_6.svg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/Service_icon_6.svg	(from https://1800remodel.com/)
09:39:56	237/237	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20May%202021%2001:39:52%20GMT	http://1800remodel.com/hvac/	E:/thumbalt/1800remodel.com/hvac/index.html	(from https://1800remodel.com/)
09:39:57	240/240	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20May%202021%2001:39:52%20GMT	http://1800remodel.com/flooring	E:/thumbalt/1800remodel.com/flooring	(from https://1800remodel.com/)
09:39:58	68106/68106	---M--	200	added ('OK')	image/jpeg	etag:%2210a0a-55aac4864e5c0%22	https://1800remodel.com/wp-content/uploads/2017/10/proj7.jpg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/proj7.jpg	(from https://1800remodel.com/)
09:39:59	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20May%202021%2001:39:53%20GMT	https://1800remodel.com/flooring	E:/thumbalt/1800remodel.com/flooring.45.delayed	(from https://1800remodel.com/)
09:40:00	2545/2545	---M--	200	added ('OK')	image/svg+xml	etag:%229f1-55b1d4eb1af00%22	https://1800remodel.com/wp-content/uploads/2017/10/Service_icon_7.svg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/Service_icon_7.svg	(from https://1800remodel.com/)
09:40:01	84538/84538	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20May%202021%2001:39:55%20GMT	https://1800remodel.com/flooring/	E:/thumbalt/1800remodel.com/flooring/index.html	(from https://1800remodel.com/)
09:40:02	239/239	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20May%202021%2001:39:57%20GMT	http://1800remodel.com/gutters	E:/thumbalt/1800remodel.com/gutters.48.delayed	(from https://1800remodel.com/)
09:40:02	40024/40024	---M--	200	added ('OK')	image/jpeg	etag:%229c58-5aeed8aad5b3a%22	https://1800remodel.com/wp-content/uploads/2017/10/proj8.jpg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/proj8.jpg	(from https://1800remodel.com/)
09:40:03	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20May%202021%2001:39:58%20GMT	https://1800remodel.com/gutters	E:/thumbalt/1800remodel.com/gutters.49.delayed	(from https://1800remodel.com/)
09:40:05	397/397	---M--	200	added ('OK')	image/png	etag:%2218d-5aeed754af19f%22	https://1800remodel.com/wp-content/uploads/2020/09/Service_icon_8.png	E:/thumbalt/1800remodel.com/wp-content/uploads/2020/09/Service_icon_8.png	(from https://1800remodel.com/)
09:40:05	84943/84943	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20May%202021%2001:39:59%20GMT	https://1800remodel.com/gutters/	E:/thumbalt/1800remodel.com/gutters/index.html	(from https://1800remodel.com/)
09:40:06	247/247	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20May%202021%2001:40:01%20GMT	http://1800remodel.com/other-projects/	E:/thumbalt/1800remodel.com/other-projects/index.html	(from https://1800remodel.com/)
09:40:06	64864/64864	---M--	200	added ('OK')	image/jpeg	etag:%22fd60-55aac749eeb40%22	https://1800remodel.com/wp-content/uploads/2017/10/proj9-1.jpg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/proj9-1.jpg	(from https://1800remodel.com/)
09:40:06	3117/3117	---M--	200	added ('OK')	image/svg+xml	etag:%22c2d-55b1d502f2740%22	https://1800remodel.com/wp-content/uploads/2017/10/Service_icon_9.svg	E:/thumbalt/1800remodel.com/wp-content/uploads/2017/10/Service_icon_9.svg	(from https://1800remodel.com/)
